 Run No.   Original ID Tr     Solution                                                                                   
       1         10001  1   -0.277240         0.00000         0.00000         0.00000    
       2         10002  1   -0.132846         0.00000         0.00000         0.00000    
       3         10003  1    0.861283         0.00000         0.00000         0.00000    
       4         10004  1    -1.11176         0.00000         0.00000         0.00000    
       5         10005  1   -0.713414         0.00000         0.00000         0.00000    
       6         10006  1   -0.801858         0.00000         0.00000         0.00000    
       7         10007  1   -0.468085         0.00000         0.00000         0.00000    
       8         10008  1   -0.629179         0.00000         0.00000         0.00000    
       9         10009  1    0.235332         0.00000         0.00000         0.00000    
      10         10010  1   -0.484608         0.00000         0.00000         0.00000    
      11         10011  1   -0.538809         0.00000         0.00000         0.00000    
      12         10012  1    0.281319         0.00000         0.00000         0.00000    
      13         10013  1    0.145427         0.00000         0.00000         0.00000    
      14         10014  1    0.261168E-01     0.00000         0.00000         0.00000    
      15         10015  1   -0.348924         0.00000         0.00000         0.00000    
      16         10016  1   -0.486321         0.00000         0.00000         0.00000    
      17         10017  1    0.593215         0.00000         0.00000         0.00000    
      18         10018  1    0.560838         0.00000         0.00000         0.00000    
      19         10019  1   -0.452905         0.00000         0.00000         0.00000    
      20         10020  1   -0.449683E-01     0.00000         0.00000         0.00000    
      21         10021  1   -0.100247         0.00000         0.00000         0.00000    
      22         10022  1    0.411174         0.00000         0.00000         0.00000    
      23         10023  1    0.417961         0.00000         0.00000         0.00000    
      24         10024  1   -0.534530         0.00000         0.00000         0.00000    
      25         10025  1   -0.249312         0.00000         0.00000         0.00000    
      26         10026  1    0.171876E-01     0.00000         0.00000         0.00000    
      27         10027  1     2.05727         0.00000         0.00000         0.00000    
      28         10028  1    0.853961         0.00000         0.00000         0.00000    
      29         10029  1    0.639505         0.00000         0.00000         0.00000    
      30         10030  1    0.331593E-01     0.00000         0.00000         0.00000    
      31         10031  1   -0.523187         0.00000         0.00000         0.00000    
      32         10032  1    -1.17253         0.00000         0.00000         0.00000    
      33         10033  1    0.211211         0.00000         0.00000         0.00000    
      34         10034  1     1.48772         0.00000         0.00000         0.00000    
      35         10035  1    0.379171         0.00000         0.00000         0.00000    
      36         10036  1     1.14871         0.00000         0.00000         0.00000    
      37         10037  1    0.340524         0.00000         0.00000         0.00000    
      38         10038  1   -0.283827         0.00000         0.00000         0.00000    
      39         10039  1    0.555181         0.00000         0.00000         0.00000    
      40         10040  1   -0.276015         0.00000         0.00000         0.00000    
      41         10041  1   -0.802694         0.00000         0.00000         0.00000    
      42         10042  1    0.128581         0.00000         0.00000         0.00000    
      43         10043  1   -0.860311         0.00000         0.00000         0.00000    
      44         10044  1     1.54555         0.00000         0.00000         0.00000    
      45         10045  1    0.109312         0.00000         0.00000         0.00000    
      46         10046  1    0.360092         0.00000         0.00000         0.00000    
      47         10047  1   -0.459791         0.00000         0.00000         0.00000    
      48         10048  1    0.411216E-01     0.00000         0.00000         0.00000    
      49         10049  1   -0.136860E-01     0.00000         0.00000         0.00000    
      50         10050  1   -0.226417E-01     0.00000         0.00000         0.00000    
      51         10051  1   -0.631493         0.00000         0.00000         0.00000    
      52         10052  1   -0.512152         0.00000         0.00000         0.00000    
      53         10053  1    0.804157         0.00000         0.00000         0.00000    
      54         10054  1    -1.39422         0.00000         0.00000         0.00000    
      55         10055  1     1.57770         0.00000         0.00000         0.00000    
      56         10056  1   -0.325298         0.00000         0.00000         0.00000    
      57         10057  1   -0.239859         0.00000         0.00000         0.00000    
      58         10058  1    0.612437         0.00000         0.00000         0.00000    
      59         10059  1    0.535108         0.00000         0.00000         0.00000    
