       1       0       0           10001               0               0  0.000000
       2       0       0           10002               0               0  0.000000
       3       0       0           10003               0               0  0.000000
       4       0       0           10004               0               0  0.000000
       5       0       0           10005               0               0  0.000000
       6       0       0           10006               0               0  0.000000
       7       0       0           10007               0               0  0.000000
       8       0       0           10008               0               0  0.000000
       9       0       0           10009               0               0  0.000000
      10       0       0           10010               0               0  0.000000
      11       0       0           10011               0               0  0.000000
      12       0       0           10012               0               0  0.000000
      13       0       0           10013               0               0  0.000000
      14       0       0           10014               0               0  0.000000
      15       0       0           10015               0               0  0.000000
      16       0       0           10016               0               0  0.000000
      17       0       0           10017               0               0  0.000000
      18       0       0           10018               0               0  0.000000
      19       0       0           10019               0               0  0.000000
      20       0       0           10020               0               0  0.000000
      21       0       0           10021               0               0  0.000000
      22       0       0           10022               0               0  0.000000
      23       0       0           10023               0               0  0.000000
      24       0       0           10024               0               0  0.000000
      25       0       0           10025               0               0  0.000000
      26       0       0           10026               0               0  0.000000
      27       0       0           10027               0               0  0.000000
      28       0       0           10028               0               0  0.000000
      29       0       0           10029               0               0  0.000000
      30       0       0           10030               0               0  0.000000
      31       0       0           10031               0               0  0.000000
      32       0       0           10032               0               0  0.000000
      33       0       0           10033               0               0  0.000000
      34       0       0           10034               0               0  0.000000
      35       0       0           10035               0               0  0.000000
      36       0       0           10036               0               0  0.000000
      37       0       0           10037               0               0  0.000000
      38       0       0           10038               0               0  0.000000
      39       0       0           10039               0               0  0.000000
      40       0       0           10040               0               0  0.000000
      41       0       0           10041               0               0  0.000000
      42       0       0           10042               0               0  0.000000
      43       0       0           10043               0               0  0.000000
      44       0       0           10044               0               0  0.000000
      45       0       0           10045               0               0  0.000000
      46       0       0           10046               0               0  0.000000
      47       0       0           10047               0               0  0.000000
      48       0       0           10048               0               0  0.000000
      49       0       0           10049               0               0  0.000000
      50       0       0           10050               0               0  0.000000
      51       0       0           10051               0               0  0.000000
      52       0       0           10052               0               0  0.000000
      53       0       0           10053               0               0  0.000000
      54       0       0           10054               0               0  0.000000
      55       0       0           10055               0               0  0.000000
      56       0       0           10056               0               0  0.000000
      57       0       0           10057               0               0  0.000000
      58       0       0           10058               0               0  0.000000
      59       0       0           10059               0               0  0.000000
      60       0       0           10060               0               0  0.000000
      61       0       0           10061               0               0  0.000000
      62       0       0           10062               0               0  0.000000
      63       0       0           10063               0               0  0.000000
      64       0       0           10064               0               0  0.000000
      65       0       0           10065               0               0  0.000000
      66       0       0           10066               0               0  0.000000
      67       0       0           10067               0               0  0.000000
      68       0       0           10068               0               0  0.000000
      69       0       0           10069               0               0  0.000000
      70       0       0           10070               0               0  0.000000
      71       0       0           10071               0               0  0.000000
      72       0       0           10072               0               0  0.000000
      73       0       0           10073               0               0  0.000000
      74       0       0           10074               0               0  0.000000
      75       0       0           10075               0               0  0.000000
      76       0       0           10076               0               0  0.000000
      77       0       0           10077               0               0  0.000000
      78       0       0           10078               0               0  0.000000
      79       0       0           10079               0               0  0.000000
      80       0       0           10080               0               0  0.000000
      81       0       0           10081               0               0  0.000000
      82       0       0           10082               0               0  0.000000
      83       0       0           10083               0               0  0.000000
      84       0       0           10084               0               0  0.000000
      85       0       0           10085               0               0  0.000000
      86       0       0           10086               0               0  0.000000
      87       0       0           10087               0               0  0.000000
      88       0       0           10088               0               0  0.000000
      89       0       0           10089               0               0  0.000000
      90       0       0           10090               0               0  0.000000
      91       0       0           10091               0               0  0.000000
      92       0       0           10092               0               0  0.000000
      93       0       0           10093               0               0  0.000000
      94       0       0           10094               0               0  0.000000
      95       0       0           10095               0               0  0.000000
      96       0       0           10096               0               0  0.000000
      97       0       0           10097               0               0  0.000000
      98       0       0           10098               0               0  0.000000
      99       0       0           10099               0               0  0.000000
     100       0       0           10100               0               0  0.000000
     101       0       0           10101               0               0  0.000000
     102       0       0           10102               0               0  0.000000
     103       0       0           10103               0               0  0.000000
     104       0       0           10104               0               0  0.000000
     105       0       0           10105               0               0  0.000000
     106       0       0           10106               0               0  0.000000
     107       0       0           10107               0               0  0.000000
     108       0       0           10108               0               0  0.000000
     109       0       0           10109               0               0  0.000000
     110       0       0           10110               0               0  0.000000
     111       0       0           10111               0               0  0.000000
     112       0       0           10112               0               0  0.000000
     113       0       0           10113               0               0  0.000000
     114       0       0           10114               0               0  0.000000
     115       0       0           10115               0               0  0.000000
     116       0       0           10116               0               0  0.000000
     117       0       0           10117               0               0  0.000000
     118       0       0           10118               0               0  0.000000
     119       0       0           10119               0               0  0.000000
     120       0       0           10120               0               0  0.000000
     121       0       0           10121               0               0  0.000000
     122       0       0           10122               0               0  0.000000
     123       0       0           10123               0               0  0.000000
     124       0       0           10124               0               0  0.000000
     125       0       0           10125               0               0  0.000000
     126       0       0           10126               0               0  0.000000
